,Code,Date,Amount,North,PE,MainForce,MainForceRatio,rev_yoy,profit_yoy,Close
0,600077.SH,20220608,28390.3006,0.0,,1138.1900000000007,0.0400908048152192,78.38,-131.57,4.38
1,600077.SH,20220606,32245.696600000003,0.0,,-1518.8499999999997,-0.0471024093180855,78.38,-131.57,4.33
2,600077.SH,20220602,34195.990600000005,0.0,,-3058.6,-0.0894432343188209,78.38,-131.57,4.34
3,600077.SH,20220601,40166.4372,0.0,,29.550000000001177,0.0007356888501925,78.38,-131.57,4.69
4,600077.SH,20220524,59191.4475,0.0,,-2422.7900000000004,-0.0409314200332742,78.38,-131.57,4.44
5,600077.SH,20220519,105383.6706,0.0,,-7441.860000000002,-0.0706168228685707,78.38,-131.57,4.62
6,600077.SH,20220512,36862.0152,0.0,,-1936.8700000000003,-0.0525437903894087,78.38,-131.57,3.97
7,600077.SH,20220427,32538.5645,0.0,14.7175,1789.7800000000009,0.055004885049554,33.7,-63.4,3.87
8,600077.SH,20220414,43286.2725,0.0,16.5809,-2312.4900000000007,-0.053423172438791,33.7,-63.4,4.36
9,600077.SH,20220413,57274.0488,0.0,16.619,3683.300000000001,0.0643101033918873,33.7,-63.4,4.37
10,600077.SH,20220407,82156.95,0.0,18.9388,1723.469999999999,0.0209777748565398,33.7,-63.4,4.98
11,600077.SH,20220330,89535.7576,0.0,19.1289,878.6800000000012,0.0098137327873573,33.7,-63.4,5.03
12,600077.SH,20220317,4113.806,0.0,20.6121,2705.5200000000004,0.6576683489693002,33.7,-63.4,5.42
13,600077.SH,20220315,50371.6899,0.0,17.0373,1524.5299999999988,0.0302656115573362,33.7,-63.4,4.48
14,600077.SH,20220311,38803.334,0.0,14.071,-1562.8799999999992,-0.0402769514598925,33.7,-63.4,3.7
15,600077.SH,20220310,33183.3241,0.0,13.6526,5765.469999999999,0.1737460051508221,33.7,-63.4,3.59
16,600077.SH,20220309,26322.1844,0.0,12.3977,-797.4499999999998,-0.0302957379175567,33.7,-63.4,3.26
17,600077.SH,20220222,13784.6693,0.0,11.3328,365.41,0.0265084342647233,33.7,-63.4,2.98
18,600077.SH,20220221,11478.5378,0.0,11.561,-452.5399999999998,-0.0394248821483168,33.7,-63.4,3.04
19,600077.SH,20220216,5670.8122,0.0,10.7244,210.10000000000008,0.0370493665792706,33.7,-63.4,2.82
20,600077.SH,20220215,5280.7146,0.0,10.3821,-151.88,-0.0287612589402199,33.7,-63.4,2.73
21,600077.SH,20220214,4388.1605,0.0,10.7244,-93.41999999999994,-0.0212891028028714,33.7,-63.4,2.82
22,600077.SH,20220128,5281.2338,0.0,10.9906,4.730000000000018,0.0008956240490621,33.7,-63.4,2.89
23,600077.SH,20220124,5379.0218,0.0,11.2568,-313.3,-0.0582447909023161,33.7,-63.4,2.96
24,600077.SH,20220117,11829.121,0.0,12.8921,-622.4699999999998,-0.0526218304808953,33.7,-63.4,3.39
25,600077.SH,20220113,18141.8786,0.0,13.0822,-174.2100000000001,-0.0096026439070097,33.7,-63.4,3.44
26,600077.SH,20220110,47124.4481,0.0,13.6526,-9555.36,-0.2027686346527207,33.7,-63.4,3.59
27,600077.SH,20220105,2174.6715,0.0,12.4737,1533.43,0.7051317865709833,33.7,-63.4,3.28
28,600077.SH,20211231,4172.086499999999,0.0,10.306,-55.27999999999997,-0.0132499649755583,33.7,-63.4,2.71
29,600077.SH,20211224,8741.7554,0.0,10.0779,-260.67,-0.0298189537538421,33.7,-63.4,2.65
30,600077.SH,20211222,25184.4553,0.0,10.7624,-2191.77,-0.0870286839199575,33.7,-63.4,2.83
31,600077.SH,20211214,1162.0338,0.0,8.7468,-126.03,-0.1084563977398936,33.7,-63.4,2.3
32,600077.SH,20211208,2323.7069,0.0,8.8609,-159.23,-0.0685241327122624,33.7,-63.4,2.33
33,600077.SH,20211207,4326.9483,0.0,8.8989,158.07000000000002,0.0365315203789238,33.7,-63.4,2.34
34,600077.SH,20211203,1967.7981,0.0,8.7848,94.10000000000002,0.0478199465687054,33.7,-63.4,2.31
35,600077.SH,20211129,878.6184,0.0,8.5186,181.33,0.2063808360944865,33.7,-63.4,2.24
36,600077.SH,20211123,875.3735,0.0,8.6708,-61.41999999999999,-0.0701643355664753,33.7,-63.4,2.28
37,600077.SH,20211119,1408.1147999999998,0.0,8.7088,-165.89000000000004,-0.1178099967417429,33.7,-63.4,2.29
38,600077.SH,20211118,1222.9727,0.0,8.6327,20.019999999999985,0.016369948405226,33.7,-63.4,2.27
39,600077.SH,20211116,2132.4805,0.0,8.6327,212.14000000000004,0.0994803938418194,33.7,-63.4,2.27
40,600077.SH,20211111,2154.0323,0.0,8.6708,-228.74000000000004,-0.1061915366821565,33.7,-63.4,2.28
41,600077.SH,20211110,1267.3044,0.0,8.4426,-231.4,-0.1825922801183362,33.7,-63.4,2.22
42,600077.SH,20211108,523.0887,0.0,8.3665,-8.580000000000002,-0.016402571877389,33.7,-63.4,2.2
43,600077.SH,20211104,1398.8769,0.0,8.4426,-68.97000000000004,-0.0493038379574357,33.7,-63.4,2.22
44,600077.SH,20211102,1039.2168,0.0,8.2905,30.86,0.0296954398735663,33.7,-63.4,2.18
45,600077.SH,20211025,1372.6943,0.0,8.7468,127.91,0.0931817084109695,22.92,-17.56,2.3
46,600077.SH,20211015,934.4375,0.0,9.0511,103.19,0.1104300715671192,22.92,-17.56,2.38
47,600077.SH,20211008,1748.2693,0.0,9.2412,46.36999999999999,0.0265233737159372,22.92,-17.56,2.43
48,600077.SH,20210928,1344.0585999999998,0.0,9.1651,140.41,0.1044671712974419,22.92,-17.56,2.41
49,600077.SH,20210917,1780.4627,0.0,9.2792,-4.699999999999989,-0.002639763248059,22.92,-17.56,2.44
50,600077.SH,20210916,2373.3928,0.0,9.4694,-400.87,-0.1689016668458756,22.92,-17.56,2.49
51,600077.SH,20210915,1830.7147,0.0,9.5454,-172.11,-0.094012464093941,22.92,-17.56,2.51
52,600077.SH,20210907,2483.5116000000003,0.0,9.4314,-195.4,-0.0786789157739388,22.92,-17.56,2.48
53,600077.SH,20210831,1179.4304,0.0,8.975,-94.80999999999996,-0.0803862610290526,22.92,-17.56,2.36
54,600077.SH,20210830,760.2109,0.0,8.8989,-5.909999999999997,-0.0077741584605008,14.57,-42.28,2.34
55,600077.SH,20210827,1223.2963,0.0,8.8989,-66.38999999999996,-0.05427139769817,14.57,-42.28,2.34
56,600077.SH,20210819,867.1914,0.0,8.8989,-44.73,-0.0515803085685582,14.57,-42.28,2.34
57,600077.SH,20210812,1127.2237,0.0,9.1651,-215.29,-0.1909913711005189,14.57,-42.28,2.41
58,600077.SH,20210811,1623.9464,0.0,9.2792,-30.210000000000008,-0.0186028307338222,14.57,-42.28,2.44
59,600077.SH,20210810,953.5371,0.0,9.1651,39.75,0.0416868939866104,14.57,-42.28,2.41
60,600077.SH,20210802,910.8272,0.0,8.937,-114.29,-0.1254793444903709,14.57,-42.28,2.35
61,600077.SH,20210730,559.4435000000001,0.0,8.975,-40.33,-0.0720894960795862,14.57,-42.28,2.36
62,600077.SH,20210728,1151.0421,0.0,8.937,8.019999999999982,0.0069675991868585,14.57,-42.28,2.35
63,600077.SH,20210726,1098.8388,0.0,9.1271,209.73,0.1908651205254128,14.57,-42.28,2.4
64,600077.SH,20210721,646.5164,0.0,9.5454,-45.16,-0.0698512829682278,14.57,-42.28,2.4999
65,600077.SH,20210715,754.1687,0.0,9.4694,89.25000000000001,0.1183422223701408,14.57,-42.28,2.4799
66,600077.SH,20210712,888.2509,0.0,9.5454,-110.68,-0.1246044332744273,14.57,-42.28,2.4999
67,600077.SH,20210708,1374.4628,0.0,9.5074,-403.38000000000005,-0.2934819334506544,14.57,-42.28,2.4899
68,600077.SH,20210706,855.2431,0.0,9.7736,-11.540000000000006,-0.0134932395245281,14.57,-42.28,2.5596
69,600077.SH,20210628,1045.2427,0.0,9.8877,-169.46,-0.1621250260824591,14.57,-42.28,2.5895
70,600077.SH,20210625,1348.08,0.0,10.0018,159.92,0.1186279746009138,14.57,-42.28,2.6194
71,600077.SH,20210623,879.7379000000001,0.0,9.8116,141.74,0.1611161688043677,14.57,-42.28,2.5696
72,600077.SH,20210617,1749.4536,0.0,9.7356,-147.10000000000002,-0.0840833960957867,14.57,-42.28,2.5497
73,600077.SH,20210615,2702.1438,0.0,9.9257,-358.0299999999999,-0.1324984998947872,14.57,-42.28,2.5995
74,600077.SH,20210608,1771.7735,0.0,10.5342,-28.579999999999984,-0.016130730028415,14.57,-42.28,2.7588
75,600077.SH,20210603,3156.5931,0.0,10.7624,-40.14999999999992,-0.0127194094164369,14.57,-42.28,2.8186
76,600077.SH,20210602,3369.7065,0.0,10.6483,-95.47000000000004,-0.0283318443312496,14.57,-42.28,2.7887
