,Code,Date,Amount,North,PE,MainForce,MainForceRatio,rev_yoy,profit_yoy,Close
0,600172.SH,20220609,17965.4119,0.05,271.5113,-984.8699999999995,-0.0548203406346614,-4.04,179.05,8.1
1,600172.SH,20220608,21107.8346,0.05,274.1929,-2045.3700000000008,-0.0969009867075612,-4.04,179.05,8.18
2,600172.SH,20220517,17564.3147,0.05,259.7794,-1959.99,-0.1115893237781716,-4.04,179.05,7.75
3,600172.SH,20220513,17260.3347,0.05,261.4554,329.8499999999997,0.0191102899064871,-4.04,179.05,7.8
4,600172.SH,20220511,35707.7005,0.05,267.1538,-3344.500000000001,-0.0936632701957383,-4.04,179.05,7.97
5,600172.SH,20220510,19141.8672,0.05,265.813,610.0099999999999,0.0318678420253589,-4.04,179.05,7.93
6,600172.SH,20220427,35700.076,0.05,301.3441,723.0900000000001,0.0202545787297483,8.24,104.39,8.99
7,600172.SH,20220421,32669.0072,0.05,,-1451.9700000000005,-0.0444448767944194,-0.7,135.07,9.11
8,600172.SH,20220414,33065.8925,0.05,,48.56999999999971,0.0014688851964301,-0.7,135.07,9.11
9,600172.SH,20220331,31030.8437,0.06,,4915.82,0.1584172202188624,-0.7,135.07,9.08
10,600172.SH,20220325,37940.2636,0.06,,-5246.490000000002,-0.1382829085035667,-0.7,135.07,8.52
11,600172.SH,20220323,41359.0611,0.06,,1938.2499999999995,0.0468639748691006,-0.7,135.07,9.12
12,600172.SH,20220322,58082.409900000006,0.06,,2156.1599999999994,0.0371224266298909,-0.7,135.07,8.98
13,600172.SH,20220316,39539.2216,0.06,,1017.7700000000002,0.0257407697677083,-0.7,135.07,8.75
14,600172.SH,20220315,33677.351500000004,0.06,,-766.6500000000001,-0.0227645573613471,-0.7,135.07,8.22
15,600172.SH,20220310,45140.8242,0.06,,1346.4399999999991,0.0298275457717495,-0.7,135.07,8.94
16,600172.SH,20220304,107055.5642,0.06,,-24934.38,-0.2329106402486271,-0.7,135.07,9.16
17,600172.SH,20220228,72541.8732,0.06,,-5702.370000000003,-0.0786079783779281,-0.7,135.07,10.01
18,600172.SH,20220225,72875.95300000001,0.06,,10983.18,0.1507106191805134,-0.7,135.07,10.1
19,600172.SH,20220224,84058.2821,0.06,,1837.3500000000004,0.0218580484170994,-0.7,135.07,9.89
20,600172.SH,20220223,80152.762,0.06,,7241.399999999998,0.090344983994438,-0.7,135.07,9.88
21,600172.SH,20220214,29313.4766,0.06,,1138.46,0.038837426741801,-0.7,135.07,8.19
22,600172.SH,20220211,21281.6326,0.06,,-92.16000000000054,-0.0043304948324312,-0.7,135.07,8.03
23,600172.SH,20220210,23767.9425,0.06,,1112.0300000000009,0.0467869694652787,-0.7,135.07,8.31
24,600172.SH,20220209,30343.6422,0.06,,4337.84,0.1429571299123742,-0.7,135.07,8.43
25,600172.SH,20220127,18528.9258,0.06,,131.72999999999968,0.0071094245517459,-0.7,135.07,7.4
26,600172.SH,20220124,57161.9238,0.06,,6491.189999999999,0.1135579345214409,-0.7,135.07,8.44
