,Code,Date,Amount,North,PE,MainForce,MainForceRatio,rev_yoy,profit_yoy,Close
0,600295.SH,20220530,28875.312400000003,6.52,6.4401,-1.140000000000441,-3.9480092343535686e-05,41.47,94.45,27.47
1,600295.SH,20220526,34625.1228,6.35,6.4003,1366.6900000000005,0.0394710513488778,41.47,94.45,27.3
2,600295.SH,20220523,42195.1453,6.13,6.4472,-344.3100000000004,-0.0081599434615526,41.47,94.45,27.5
3,600295.SH,20220513,28365.5996,5.84,5.8423,493.4499999999998,0.0173960715429403,41.47,94.45,24.92
4,600295.SH,20220512,40346.2272,5.76,5.8212,318.5399999999995,0.0078951620041439,41.47,94.45,24.83
5,600295.SH,20220506,58591.6021,5.73,5.9009,-3965.62,-0.067682395733637,41.47,94.45,25.17
6,600295.SH,20220428,48165.235100000005,6.31,6.5292,2312.549999999999,0.0480128456800577,57.61,298.58,27.85
7,600295.SH,20220427,42450.7885,6.6,6.2338,2961.59,0.0697652530058422,57.61,298.58,26.59
8,600295.SH,20220422,32640.3004,6.39,6.7449,718.0500000000006,0.0219988784171851,57.61,298.58,28.77
9,600295.SH,20220413,72931.5111,5.34,29.1546,3949.330000000001,0.0541512158521558,53.84,289.01,31.2
10,600295.SH,20220406,45930.4149,5.54,25.6131,800.2799999999997,0.0174237485496783,53.84,289.01,27.41
11,600295.SH,20220330,20345.3963,5.18,22.9966,383.1999999999998,0.0188347277364167,53.84,289.01,24.61
12,600295.SH,20220317,33614.671500000004,4.98,21.3146,-2286.65,-0.0680253561305812,53.84,289.01,22.81
13,600295.SH,20220309,63591.7867,4.3,23.8002,-5899.59,-0.0927728297340008,53.84,289.01,25.47
14,600295.SH,20220228,27893.4195,4.82,24.0432,-1245.229999999999,-0.0446424290144849,53.84,289.01,25.73
15,600295.SH,20220224,52005.3266,4.83,23.7348,-4381.339999999998,-0.0842479085594281,53.84,289.01,25.4
16,600295.SH,20220221,20765.9592,4.93,23.2583,-314.29999999999995,-0.0151353470828354,53.84,289.01,24.89
