,Code,Date,Amount,North,PE,MainForce,MainForceRatio,rev_yoy,profit_yoy,Close
0,002143.SZ,20190910,700.8546,0.0,,-170.69,-0.2435455228516728,-84.68,-523.9,0.58
1,002143.SZ,20190909,149.6818,0.0,,-46.16,-0.3083875260719739,-84.68,-523.9,0.61
2,002143.SZ,20190905,147.6613,0.0,,0.0,0.0,-84.68,-523.9,0.67
3,002143.SZ,20190903,4367.4521,0.0,,-617.3299999999999,-0.141347858171129,-84.68,-523.9,0.75
4,002143.SZ,20190902,4758.7209,0.0,,-584.17,-0.1227577772001715,-84.68,-523.9,0.79
5,002143.SZ,20190830,2452.8332,0.0,,-317.52000000000004,-0.1294503026133208,-86.62,-124.35,0.83
6,002143.SZ,20190829,3340.9329,0.0,,-378.23,-0.1132108938793712,-86.62,-124.35,0.87
7,002143.SZ,20190828,1435.6954,0.0,,-33.31999999999999,-0.0232082654858405,-86.62,-124.35,0.91
8,002143.SZ,20190827,1247.0067,0.0,,108.45999999999998,0.0869762768716479,-86.62,-124.35,0.92
9,002143.SZ,20190822,2507.7892,0.0,,207.4300000000001,0.0827142887448434,-86.62,-124.35,0.95
10,002143.SZ,20190821,1437.9718,0.0,,-73.35999999999996,-0.0510162994851498,-86.62,-124.35,0.92
11,002143.SZ,20190820,1805.1669,0.0,,-87.85999999999996,-0.0486713998578192,-86.62,-124.35,0.92
12,002143.SZ,20190819,3001.5342,0.0,,297.39,0.0990793308302134,-86.62,-124.35,0.94
13,002143.SZ,20190816,2923.9061,0.0,,-469.74,-0.1606549540014298,-86.62,-124.35,0.92
14,002143.SZ,20190815,2220.0178,0.0,,93.14000000000004,0.0419546185620674,-86.62,-124.35,0.97
15,002143.SZ,20190814,1819.9869,0.0,,-54.88,-0.0301540631968285,-86.62,-124.35,1.0
16,002143.SZ,20190813,1443.8017,0.0,,-352.75,-0.2443202553370037,-86.62,-124.35,1.01
17,002143.SZ,20190812,1251.4141,0.0,,-71.89999999999998,-0.0574550023049923,-86.62,-124.35,1.04
18,002143.SZ,20190809,1470.1652,0.0,,-16.210000000000036,-0.0110259717751447,-86.62,-124.35,1.04
19,002143.SZ,20190808,1027.3699,0.0,,-75.87,-0.0738487666418881,-86.62,-124.35,1.03
20,002143.SZ,20190807,1441.4351,0.0,,150.76,0.1045902101315556,-86.62,-124.35,1.05
21,002143.SZ,20190806,1534.4204,0.0,,-113.57999999999998,-0.0740214350643409,-86.62,-124.35,1.04
22,002143.SZ,20190805,916.1141,0.0,,-44.08000000000001,-0.0481162772191804,-86.62,-124.35,1.08
23,002143.SZ,20190802,1384.7632,0.0,,-35.27000000000001,-0.0254700587075104,-86.62,-124.35,1.11
24,002143.SZ,20190801,836.4468,0.0,,-82.57000000000002,-0.0987151842771112,-86.62,-124.35,1.15
25,002143.SZ,20190731,885.9323,0.0,,-177.14,-0.1999475580696177,-86.62,-124.35,1.15
26,002143.SZ,20190729,988.2904,0.0,,-172.03000000000003,-0.1740682698121928,-86.62,-124.35,1.16
27,002143.SZ,20190726,978.6925,0.0,,-39.69000000000001,-0.0405541066269538,-86.62,-124.35,1.19
28,002143.SZ,20190725,1689.7213,0.0,,37.28000000000003,0.022062810003046,-86.62,-124.35,1.2
29,002143.SZ,20190724,1271.7127,0.0,,2.9799999999999898,0.00234329656376,-86.62,-124.35,1.19
30,002143.SZ,20190719,1119.1776,0.0,,36.84000000000003,0.0329170276460143,-86.62,-124.35,1.2
31,002143.SZ,20190718,1321.8592,0.0,,-97.38,-0.0736689656508045,-86.62,-124.35,1.18
32,002143.SZ,20190717,998.7978,0.0,,-78.16999999999999,-0.0782640890879014,-86.62,-124.35,1.21
33,002143.SZ,20190716,1294.8076,0.0,,-37.59000000000003,-0.029031340254722,-86.62,-124.35,1.22
34,002143.SZ,20190715,1272.1856,0.0,,-121.76000000000002,-0.0957093053089109,-86.62,-124.35,1.2
35,002143.SZ,20190712,1899.1624,0.0,,-193.91,-0.1021029059968752,-86.62,-124.35,1.2
36,002143.SZ,20190711,1345.4435,0.0,,-96.51000000000002,-0.0717309942780949,-86.62,-124.35,1.23
37,002143.SZ,20190709,1572.4539,0.0,,43.77000000000004,0.0278354742228055,-86.62,-124.35,1.23
38,002143.SZ,20190708,1304.2825,0.0,,-231.59,-0.1775612261914117,-86.62,-124.35,1.26
39,002143.SZ,20190705,1656.2626,0.0,,-220.46000000000004,-0.1331069119111909,-86.62,-124.35,1.33
40,002143.SZ,20190703,4735.744000000001,0.0,,-1083.87,-0.2288700571652521,-86.62,-124.35,1.34
41,002143.SZ,20190628,2738.2154,0.0,,-324.62000000000006,-0.1185516668995434,-86.62,-124.35,1.29
42,002143.SZ,20190626,4073.1281,0.0,,148.08000000000004,0.0363553505719596,-86.62,-124.35,1.32
43,002143.SZ,20190625,2163.4244,0.0,,21.94999999999999,0.0101459519454435,-86.62,-124.35,1.26
