,Code,Date,Close,Amount,North,PE,MainForce,MainForceRatio,rev_yoy,profit_yoy
0,600763.SH,20220609,144.53,48673.6321,2.63,65.9386,-4243.419999999999,-0.08718108382135713,3.74,1.25
1,600763.SH,20220531,139.93,122562.111,2.69,63.84,8621.599999999995,0.07034474136954115,3.74,1.25
2,600763.SH,20220530,131.45000000000002,75117.1607,2.52,59.9711,11.800000000000182,0.0001570879395605295,3.74,1.25
3,600763.SH,20220527,125.27,36907.7659,2.3,57.1517,-1883.9400000000007,-0.05104454182093966,3.74,1.25
4,600763.SH,20220523,132.73,45322.0712,2.7,60.5551,-2757.0599999999995,-0.06083261261016684,3.74,1.25
5,600763.SH,20220518,125.89,51742.6342,2.5,57.4345,-2225.5600000000004,-0.04301211243705873,3.74,1.25
6,600763.SH,20220516,125.88,129925.5912,2.58,57.43,-21769.800000000003,-0.1675559048754977,3.74,1.25
7,600763.SH,20220512,137.0,81732.9317,2.62,62.5032,2259.04,0.02763928753090353,3.74,1.25
8,600763.SH,20220510,125.4,50572.053100000005,2.65,57.211,-90.99999999999909,-0.0017994128065170264,3.74,1.25
9,600763.SH,20220506,126.35,51003.0414,2.74,57.6444,-353.1400000000003,-0.006923900816628561,3.74,1.25
10,600763.SH,20220428,117.91,120789.62139999999,2.64,53.7938,3184.4299999999985,0.026363440526521915,3.74,1.25
11,600763.SH,20220427,123.33,140957.87290000002,2.93,80.273,-18086.05,-0.128308193277227,44.16,55.09
12,600763.SH,20220419,142.6,61853.7345,2.76,92.8155,-3874.4,-0.06263809342021216,44.16,55.09
13,600763.SH,20220412,140.67000000000002,86663.4068,3.15,91.5593,6652.000000000002,0.07675673326980266,44.16,55.09
14,600763.SH,20220411,134.92000000000002,91468.3444,3.43,87.8167,-11722.810000000001,-0.12816248153279136,44.16,55.09
15,600763.SH,20220408,141.08,88891.912,3.54,91.8261,1639.96,0.018448922552144004,44.16,55.09
16,600763.SH,20220406,141.25,92502.2859,3.94,91.9368,625.7599999999975,0.00676480579816674,44.16,55.09
17,600763.SH,20220331,143.07999999999998,211437.63960000002,4.44,93.1279,10476.339999999993,0.04954813163739079,44.16,55.09
18,600763.SH,20220330,139.56,108882.53300000001,4.92,90.8368,22351.89,0.20528444172032623,44.16,55.09
19,600763.SH,20220328,128.0,66098.1952,4.87,83.3126,-5522.25,-0.08354615407108726,44.16,55.09
20,600763.SH,20220323,133.98,117984.6004,4.77,87.2049,673.539999999999,0.0057087111175230885,44.16,55.09
21,600763.SH,20220322,126.48,53343.7786,4.59,82.3233,-3491.659999999999,-0.06545580556230036,44.16,55.09
22,600763.SH,20220318,129.33,126248.3757,4.55,84.1783,-6894.939999999999,-0.054614088789421145,44.16,55.09
23,600763.SH,20220315,122.4,143316.1481,4.01,79.6677,-37113.14,-0.25895993223390296,44.16,55.09
24,600763.SH,20220309,133.37,92233.5006,4.02,86.8079,986.8500000000004,0.010699474633189845,44.16,55.09
25,600763.SH,20220307,138.35,103654.21770000001,4.18,90.0492,-4298.05,-0.04146526880787023,44.16,55.09
26,600763.SH,20220304,148.23,92986.6056,4.38,96.4799,-2005.2899999999981,-0.02156536403346245,44.16,55.09
27,600763.SH,20220224,148.0,108830.72039999999,4.22,96.3302,-15631.84,-0.1436344438642529,44.16,55.09
28,600763.SH,20220214,148.7,52928.4534,4.88,96.7858,-465.00000000000045,-0.008785444692400562,44.16,55.09
29,600763.SH,20220210,152.79999999999998,78835.45300000001,4.86,99.4545,2829.9199999999996,0.035896540101063405,44.16,55.09
30,600763.SH,20220208,149.26,75006.1084,4.91,97.1503,1831.9700000000012,0.02442427742325052,44.16,55.09
31,600763.SH,20220128,148.48,65916.5115,4.59,96.6427,-214.78999999999996,-0.0032585158879349977,44.16,55.09
32,600763.SH,20220124,161.69000000000003,63552.5554,4.38,105.2408,4017.0499999999993,0.06320831593185629,44.16,55.09
33,600763.SH,20220121,161.57999999999998,89539.6713,4.46,105.1692,810.4200000000001,0.009050960185957262,44.16,55.09
34,600763.SH,20220119,165.20000000000002,81129.208,4.09,107.5254,-7994.269999999999,-0.09853750821775555,44.16,55.09
35,600763.SH,20220118,170.01000000000002,73424.9456,4.06,110.6561,-469.66999999999916,-0.006396599904324602,44.16,55.09
36,600763.SH,20220117,171.89,101104.1844,3.9,111.8798,116.4900000000016,0.0011521778321175163,44.16,55.09
37,600763.SH,20220114,167.19,160326.1487,3.43,108.8206,-16546.15,-0.10320306534002087,44.16,55.09
38,600763.SH,20220110,179.57,87424.9215,2.93,116.8785,2692.159999999999,0.030793965311138417,44.16,55.09
39,600763.SH,20220107,176.0,134664.95260000002,2.77,114.5549,-802.9299999999985,-0.005962427376222894,44.16,55.09
40,600763.SH,20211231,199.0,123785.15049999999,3.05,129.5251,-3769.880000000002,-0.030455026186683047,44.16,55.09
41,600763.SH,20211229,203.02,193425.16869999998,3.21,132.1416,15168.859999999999,0.07842236923947943,44.16,55.09
42,600763.SH,20211224,193.5,75791.21040000001,3.47,125.9453,2690.640000000001,0.03550068650176882,44.16,55.09
43,600763.SH,20211220,191.0,136672.324,3.31,124.3181,-17410.39,-0.12738782432645251,44.16,55.09
44,600763.SH,20211215,202.6,122863.09809999999,3.2,131.8683,-22401.149999999998,-0.18232610398418725,44.16,55.09
45,600763.SH,20211213,212.85,143165.7588,3.09,138.5398,4383.020000000004,0.03061500205592459,44.16,55.09
46,600763.SH,20211210,212.2,174272.6677,3.2,138.1167,-5050.350000000002,-0.02897958737106084,44.16,55.09
47,600763.SH,20211202,190.5,126268.7787,2.94,123.9926,-9670.029999999999,-0.07658290592146196,44.16,55.09
48,600763.SH,20211126,205.06,100130.733,2.95,133.4694,-5827.669999999998,-0.0582006125931386,44.16,55.09
49,600763.SH,20211122,211.13,99913.99470000001,2.72,137.4203,-3794.329999999998,-0.03797596133947788,44.16,55.09
50,600763.SH,20211111,218.72,91305.67319999999,2.89,142.3605,3814.0999999999995,0.041772869815497944,44.16,55.09
51,600763.SH,20211108,211.5,121897.6382,3.11,137.6611,-2046.4000000000033,-0.016787856025909476,44.16,55.09
52,600763.SH,20211105,212.93,126747.2858,2.94,138.5919,-10899.190000000002,-0.08599150609977009,44.16,55.09
53,600763.SH,20211029,238.46,131959.6653,2.57,155.2088,2995.42,0.022699511954582082,44.16,55.09
54,600763.SH,20211026,245.52,207082.6071,2.53,159.804,484.99000000000524,0.0023420122374922777,44.16,55.09
55,600763.SH,20211021,229.96,100205.7768,2.57,149.6764,-10122.920000000002,-0.10102132155718194,44.16,55.09
56,600763.SH,20211020,232.4,170410.5233,2.51,151.2645,-25015.84,-0.1467975070762546,44.16,55.09
57,600763.SH,20211019,237.41,197483.4087,2.39,154.5254,-6700.5799999999945,-0.03392983767147217,44.16,55.09
58,600763.SH,20211013,304.5,106973.7709,2.42,198.1929,-3510.8300000000017,-0.0328195404393284,74.81,141.16
59,600763.SH,20211012,300.08,116661.7383,2.42,195.3161,-5111.269999999999,-0.04381273650197272,74.81,141.16
