,Code,Date,Amount,North,PE,MainForce,MainForceRatio,rev_yoy,profit_yoy,Close
0,600008.SH,20220606,14049.2321,1.76,9.4025,-976.15,-0.0694806657795908,8.38,1.38,2.93
1,600008.SH,20220602,10463.648,1.73,9.3383,-212.0399999999996,-0.0202644431464055,8.38,1.38,2.91
2,600008.SH,20220530,12170.0892,1.74,9.3062,483.8499999999996,0.0397573092562049,8.38,1.38,2.9
3,600008.SH,20220526,16852.0906,1.81,9.6271,-76.60000000000036,-0.0045454301082383,8.38,1.38,2.9
4,600008.SH,20220523,12708.8316,1.83,9.563,-979.2100000000002,-0.0770495692145295,8.38,1.38,2.8806
5,600008.SH,20220519,14604.9566,1.77,9.3704,-1834.7,-0.125621735842748,8.38,1.38,2.8226
6,600008.SH,20220517,11354.4872,1.78,9.4667,1906.67,0.167922158563004,8.38,1.38,2.8516
7,600008.SH,20220513,11522.9893,1.88,9.4988,-921.05,-0.0799315156875134,8.38,1.38,2.8613
8,600008.SH,20220512,13375.3908,1.88,9.4988,-384.0199999999995,-0.0287109368049268,8.38,1.38,2.8613
9,600008.SH,20220511,20946.663200000003,1.82,9.4988,-506.3900000000003,-0.0241752108755918,8.38,1.38,2.8613
10,600008.SH,20220428,14346.0204,1.66,9.1458,-417.44999999999993,-0.0290986620930777,15.65,55.58,2.755
11,600008.SH,20220426,20104.6786,1.59,8.9853,-776.6499999999999,-0.0386303116529303,15.65,55.58,2.7066
12,600008.SH,20220421,23803.1612,1.67,9.595,-1640.3900000000003,-0.0689147960733888,15.65,55.58,2.8903
13,600008.SH,20220411,44150.6497,1.83,10.0443,-3791.47,-0.0858757464672145,15.65,55.58,3.0256
14,600008.SH,20220406,22946.9769,1.99,16.1758,-689.0799999999995,-0.030029227945926,31.52,106.2,3.132
15,600008.SH,20220328,20313.4737,1.95,15.5267,117.93000000000028,0.0058055063226335,31.52,106.2,3.0063
16,600008.SH,20220325,14134.957,1.87,15.327,-313.7900000000002,-0.022199572308568,31.52,106.2,2.9676
17,600008.SH,20220318,22391.7093,1.95,15.5267,647.7599999999998,0.0289285641985357,31.52,106.2,3.0063
18,600008.SH,20220316,39143.8078,1.98,15.327,910.62,0.0232634496023659,31.52,106.2,2.9676
19,600008.SH,20220315,51097.0315,2.06,14.9776,-4234.57,-0.0828731117188285,31.52,106.2,2.9
20,600008.SH,20220224,49614.774,2.55,17.1743,-2981.9800000000014,-0.0601026621626856,31.52,106.2,3.3253
