,Code,Date,Amount,North,PE,MainForce,MainForceRatio,rev_yoy,profit_yoy,Close
0,600027.SH,20220602,15715.932,0.97,,134.7499999999999,0.0085741017459225,-3.98,-50.26,3.84
1,600027.SH,20220531,29177.6895,1.01,,417.81,0.0143195025774744,-3.98,-50.26,3.94
2,600027.SH,20220526,20530.8153,1.05,,-2301.99,-0.1121236524883646,-3.98,-50.26,3.84
3,600027.SH,20220523,22323.6132,1.01,,-3692.74,-0.1654185622603423,-3.98,-50.26,3.8
4,600027.SH,20220520,27462.3146,1.04,,-1303.9399999999998,-0.0474810670182913,-3.98,-50.26,3.84
5,600027.SH,20220513,17239.4155,0.92,,-780.6800000000001,-0.0452845979609923,-3.98,-50.26,3.87
6,600027.SH,20220512,32153.7822,0.97,,578.7699999999998,0.0180000597254776,-3.98,-50.26,3.91
7,600027.SH,20220510,30416.528,1.01,,98.92999999999915,0.0032525079785568,-3.98,-50.26,3.8
8,600027.SH,20220429,49431.822,1.0,,-1039.9700000000012,-0.0210384719381778,-1.53,-48.56,3.75
9,600027.SH,20220426,40273.5383,1.09,,2099.16,0.0521225620744626,12.27,-211.8,3.53
10,600027.SH,20220425,59064.016,1.23,,7078.86,0.119850637992513,12.27,-211.8,3.63
11,600027.SH,20220421,20693.1197,1.25,,-311.3999999999997,-0.0150484800994023,12.27,-211.8,3.35
12,600027.SH,20220414,11339.2391,1.29,,719.5199999999998,0.0634539931343364,12.27,-211.8,3.35
13,600027.SH,20220407,28958.254200000003,1.29,,431.6400000000003,0.0149055946887848,12.27,-211.8,3.48
14,600027.SH,20220331,18409.5676,1.26,,-129.44999999999936,-0.0070316697715376,12.27,-211.8,3.54
15,600027.SH,20220329,17809.1878,1.5,,1071.4599999999998,0.0601633276055407,12.27,-211.8,3.55
16,600027.SH,20220318,24400.0974,1.8,8.8321,1353.9499999999998,0.0554895325950625,19.32,-57.47,3.74
17,600027.SH,20220315,32358.6597,1.56,8.0528,-3597.8,-0.1111850748255806,19.32,-57.47,3.41
18,600027.SH,20220309,34224.666,1.46,9.4225,1954.84,0.0571178693168254,19.32,-57.47,3.99
19,600027.SH,20220222,22678.4441,1.33,9.5406,-3989.5500000000006,-0.1759181530447232,19.32,-57.47,4.04
20,600027.SH,20220210,21494.8915,1.44,10.6032,-514.6899999999998,-0.0239447591535877,19.32,-57.47,4.49
21,600027.SH,20220209,34304.6559,1.44,10.6505,2716.9399999999987,0.0792003280231124,19.32,-57.47,4.51
22,600027.SH,20220128,27339.1393,1.4,9.8948,-1781.4900000000002,-0.0651626219995887,19.32,-57.47,4.19
23,600027.SH,20220126,41292.2429,1.42,10.2726,-9896.47,-0.2396689863509449,19.32,-57.47,4.35
24,600027.SH,20220121,56471.8458,1.22,10.7685,-577.6499999999996,-0.0102289909567645,19.32,-57.47,4.56
25,600027.SH,20220120,35199.1559,1.17,11.0992,1993.36,0.056630903470046,19.32,-57.47,4.7
26,600027.SH,20220118,59906.8418,1.2,11.3117,-559.2200000000007,-0.0093348269278985,19.32,-57.47,4.79
27,600027.SH,20220117,26651.8133,1.13,10.8158,-757.8600000000008,-0.0284355886584272,19.32,-57.47,4.58
28,600027.SH,20220113,36290.276,1.21,10.9575,2558.21,0.0704929882594444,19.32,-57.47,4.64
29,600027.SH,20220105,66497.31409999999,1.32,11.5242,-705.4200000000001,-0.010608248010426,19.32,-57.47,4.88
30,600027.SH,20211230,66668.16040000001,1.4,12.4688,6896.16,0.1034400823215154,19.32,-57.47,5.28
31,600027.SH,20211222,68526.8334,1.39,11.4062,4799.479999999999,0.0700379655949489,19.32,-57.47,4.83
32,600027.SH,20211221,44420.1079,1.5,11.3353,1873.44,0.0421754941302157,19.32,-57.47,4.8
33,600027.SH,20211213,114800.1495,1.63,10.8866,-14356.06,-0.1250526246048137,19.32,-57.47,4.61
34,600027.SH,20211209,103252.7359,1.52,11.477,8133.070000000003,0.0787685665576635,19.32,-57.47,4.86
35,600027.SH,20211208,91485.4718,1.46,10.9338,-93.5199999999968,-0.0010222388119115,19.32,-57.47,4.63
36,600027.SH,20211130,33161.3956,1.09,8.5723,123.19000000000004,0.003714861747254,19.32,-57.47,3.63
37,600027.SH,20211129,44723.9575,1.13,8.7376,7599.86,0.1699281643401078,19.32,-57.47,3.7
38,600027.SH,20211126,20501.5476,1.01,8.2889,-1541.7399999999998,-0.075201152131559,19.32,-57.47,3.51
39,600027.SH,20211125,39761.447,1.03,8.5015,-622.7099999999991,-0.0156611503600459,19.32,-57.47,3.6
40,600027.SH,20211122,18260.3221,1.01,8.2653,1272.5199999999995,0.0696877083017062,19.32,-57.47,3.5
41,600027.SH,20211119,20285.3325,1.01,8.3834,-887.5099999999998,-0.0437513163760071,19.32,-57.47,3.55
42,600027.SH,20211110,25638.0791,1.2,8.4543,1184.62,0.0462054897084703,19.32,-57.47,3.58
43,600027.SH,20211109,22734.0192,1.14,8.6196,-738.8700000000001,-0.0325006323562883,19.32,-57.47,3.65
44,600027.SH,20211108,26644.253600000004,1.15,8.6432,-2324.62,-0.0872465798779215,19.32,-57.47,3.66
45,600027.SH,20211104,30043.1303,1.08,9.6586,2879.9900000000007,0.0958618483241075,19.32,-57.47,4.09
