,Code,Date,Amount,North,PE,MainForce,MainForceRatio,rev_yoy,profit_yoy,Close
0,600185.SH,20220609,26061.8055,1.56,37.5169,-643.6999999999998,-0.0246989795085378,-22.13,-43.21,6.38
1,600185.SH,20220608,45453.8525,1.54,38.3402,-1883.709999999999,-0.0414422517871284,-22.13,-43.21,6.52
2,600185.SH,20220607,58461.0368,1.59,39.6927,3615.2999999999993,0.0618411885572306,-22.13,-43.21,6.75
3,600185.SH,20220606,40093.1828,1.64,37.7521,-955.6799999999998,-0.0238364712716197,-22.13,-43.21,6.42
4,600185.SH,20220601,23818.9937,1.49,36.6348,-343.3800000000008,-0.0144162261565231,-22.13,-43.21,6.23
5,600185.SH,20220526,23703.8413,1.68,35.5937,-923.7199999999998,-0.0389692112898173,-22.13,-43.21,6.03
6,600185.SH,20220523,37935.4369,1.69,36.5972,1020.3299999999996,0.0268964873843327,-22.13,-43.21,6.2
7,600185.SH,20220513,28594.2654,1.72,31.4618,1773.5500000000004,0.0620246743600554,-22.13,-43.21,5.33
8,600185.SH,20220506,13770.5905,1.71,29.5139,-408.4200000000002,-0.0296588588557622,-22.13,-43.21,5.0
9,600185.SH,20220505,20056.0419,1.71,31.0486,2500.7699999999995,0.124689109270359,-22.13,-43.21,5.26
10,600185.SH,20220427,18948.6198,1.78,16.6282,-804.6000000000004,-0.0424621955842926,45.16,7.26,4.91
11,600185.SH,20220422,14344.593100000002,1.85,18.5585,791.0699999999998,0.0551476081953136,45.16,7.26,5.48
12,600185.SH,20220401,85144.0161,1.45,23.8597,8422.920000000002,0.098925566185502,45.16,7.26,7.0
13,600185.SH,20220328,24838.2707,1.78,20.4512,105.62999999999988,0.0042527115223041,45.16,7.26,6.0
14,600185.SH,20220325,17816.6991,1.87,20.1104,486.0799999999999,0.0272822702607128,45.16,7.26,5.9
15,600185.SH,20220323,28750.3088,1.77,20.5876,1478.729999999999,0.0514335345156362,45.16,7.26,6.04
16,600185.SH,20220322,22060.6882,1.73,20.0081,1931.9099999999996,0.0875725173433165,45.16,7.26,5.87
17,600185.SH,20220316,16095.8422,1.58,18.4743,-660.3600000000002,-0.0410267441612965,45.16,7.26,5.42
18,600185.SH,20220315,18635.4506,1.49,17.2472,-1801.36,-0.0966630771997538,45.16,7.26,5.06
19,600185.SH,20220310,9890.0227,1.4,19.1901,-605.6,-0.0612334287159927,45.16,7.26,5.63
20,600185.SH,20220307,8296.749,1.49,20.5876,-545.01,-0.0656895851616096,45.16,7.26,6.04
21,600185.SH,20220304,11055.223,1.51,20.7921,-219.26999999999987,-0.0198340639533006,45.16,7.26,6.1
22,600185.SH,20220228,7282.3359,1.63,20.8261,-309.9100000000001,-0.0425564000693788,45.16,7.26,6.11
23,600185.SH,20220225,8803.5852,1.64,20.9966,-363.83,-0.0413274809903583,45.16,7.26,6.16
24,600185.SH,20220223,8261.3678,1.57,21.3374,-971.8400000000004,-0.117636694495069,45.16,7.26,6.26
25,600185.SH,20220210,10775.1302,1.64,22.206,-187.9300000000001,-0.0174410885540854,45.16,7.26,6.38
26,600185.SH,20220209,11177.6941,1.64,21.9276,-1267.91,-0.1134321612898674,45.16,7.26,6.3
27,600185.SH,20220119,12698.3567,1.9,22.3104,-1771.6999999999998,-0.1395219902745368,45.16,7.26,6.41
28,600185.SH,20220118,13922.7583,1.92,22.4497,-1743.67,-0.1252388328827054,45.16,7.26,6.45
29,600185.SH,20220114,20625.1009,1.93,22.6933,-1225.8599999999997,-0.0594353455987214,45.16,7.26,6.52
30,600185.SH,20220113,23154.4733,2.05,23.459,-1656.7200000000005,-0.0715507530028765,45.16,7.26,6.74
31,600185.SH,20220110,19944.1226,2.16,23.7027,125.02000000000056,0.0062685134115651,45.16,7.26,6.81
32,600185.SH,20220107,26324.9063,2.1,23.3894,-1856.79,-0.0705335843873449,45.16,7.26,6.72
33,600185.SH,20220105,24155.7277,2.08,23.3546,-5419.679999999999,-0.2243641784387228,45.16,7.26,6.71
34,600185.SH,20211224,22529.0295,1.9,24.0159,-5001.35,-0.221995803236886,45.16,7.26,6.9
35,600185.SH,20211223,18466.9182,1.9,24.6424,-1168.9900000000002,-0.0633018453506768,45.16,7.26,7.08
36,600185.SH,20211215,33017.5075,1.86,25.8606,-2228.07,-0.0674814717616101,45.16,7.26,7.43
37,600185.SH,20211207,19535.6377,1.56,23.1806,-3162.3900000000003,-0.1618780020679847,45.16,7.26,6.66
38,600185.SH,20211130,20239.2776,1.63,23.2502,1397.5699999999997,0.0690523657820672,45.16,7.26,6.68
39,600185.SH,20211129,21399.7042,1.61,22.7281,-3232.0400000000004,-0.1510319941712091,45.16,7.26,6.53
40,600185.SH,20211125,35354.0334,1.52,23.9115,3460.1000000000004,0.0978700212462887,45.16,7.26,6.87
