,Code,Date,Close,Amount,North,PE,MainForce,MainForceRatio,rev_yoy,profit_yoy
0,600782.SH,20220609,5.81,34773.9372,3.24,4.2643,-2164.4900000000007,-0.06224460542247717,2.76,6.12
1,600782.SH,20220607,5.76,35890.648700000005,3.15,4.2276,-5062.670000000001,-0.14105819157289293,2.76,6.12
2,600782.SH,20220602,5.75,52747.8885,3.2,4.2203,2167.2000000000007,0.04108600479808781,2.76,6.12
3,600782.SH,20220531,5.64,27065.286099999998,3.13,4.1395,-1283.5499999999995,-0.047424216956642465,2.76,6.12
4,600782.SH,20220530,5.64,28466.9818,3.15,4.1395,127.85000000000014,0.004491168080207229,2.76,6.12
5,600782.SH,20220524,5.51,48892.0007,3.12,4.0441,-5611.060000000001,-0.11476437698733817,2.76,6.12
6,600782.SH,20220517,5.74,25629.0037,3.19,4.2129,-1811.9099999999999,-0.07069763699007932,2.76,6.12
7,600782.SH,20220513,5.61,28600.339799999998,3.45,4.1175,-2020.7200000000003,-0.07065370600946498,2.76,6.12
8,600782.SH,20220512,5.54,31858.5376,3.38,4.0661,-3937.0800000000004,-0.12358006037289045,2.76,6.12
9,600782.SH,20220506,5.55,42323.024900000004,3.68,4.0735,-1931.3900000000012,-0.04563449811452397,2.76,6.12
10,600782.SH,20220429,5.74,58624.8355,3.98,4.2129,-3069.66,-0.05236108508995304,2.76,6.12
11,600782.SH,20220426,5.409999999999999,43167.3379,3.94,3.9707,2254.8899999999994,0.05223602171678044,44.88,60.9
12,600782.SH,20220412,6.140000000000001,57860.572400000005,4.31,7.2509,3162.540000000002,0.05465794527812175,64.55,81.78
13,600782.SH,20220411,6.01,56970.7956,4.44,7.0974,-3266.75,-0.05734078251138203,64.55,81.78
14,600782.SH,20220408,6.18,65703.4026,4.63,7.2981,5363.250000000001,0.08162819257095828,64.55,81.78
15,600782.SH,20220407,6.06,94541.0576,4.8,7.1564,-8045.650000000001,-0.08510217892887206,64.55,81.78
16,600782.SH,20220406,6.19,92769.6106,4.6,7.3099,4768.730000000001,0.05140401009724623,64.55,81.78
17,600782.SH,20220331,5.65,34061.8935,4.77,6.6722,793.2200000000007,0.02328760730814923,64.55,81.78
18,600782.SH,20220330,5.6000000000000005,37435.8259,4.71,6.6132,1884.4400000000005,0.05033787701208431,64.55,81.78
19,600782.SH,20220329,5.46,21055.4005,4.74,6.4479,-971.9099999999996,-0.04615965390921914,64.55,81.78
20,600782.SH,20220328,5.54,27072.3229,4.77,6.5423,830.7599999999998,0.030686690723535946,64.55,81.78
21,600782.SH,20220323,5.51,24660.845999999998,4.72,6.5069,551.3000000000003,0.022355275240760204,64.55,81.78
22,600782.SH,20220322,5.54,30470.4822,4.67,6.5423,154.75999999999976,0.005079013813572001,64.55,81.78
23,600782.SH,20220321,5.44,34158.2814,4.59,6.4242,-4166.78,-0.12198447431257475,64.55,81.78
24,600782.SH,20220316,5.28,39908.1096,4.4,6.2353,2618.489999999999,0.06561298007460616,64.55,81.78
25,600782.SH,20220315,5.15,65547.551,4.48,6.0818,-4856.749999999999,-0.07409506420766199,64.55,81.78
26,600782.SH,20220310,5.92,42710.888699999996,4.38,6.9911,4271.370000000001,0.10000658216226724,64.55,81.78
