,Code,Date,Close,Amount,North,PE,MainForce,MainForceRatio,rev_yoy,profit_yoy
0,603681.SH,20220609,24.26,3221.6431000000002,2.95,20.5613,32.599999999999994,0.01011906005354845,51.26,11.85
1,603681.SH,20220601,23.68,2473.9763,2.75,20.0697,78.38,0.031681790969460784,51.26,11.85
2,603681.SH,20220531,23.64,2335.9232,2.72,20.0358,-32.73000000000002,-0.014011590792026046,51.26,11.85
3,603681.SH,20220520,24.55,3354.014,2.18,20.807,68.83000000000001,0.020521679396687077,51.26,11.85
4,603681.SH,20220512,22.95,3738.8142999999995,2.32,19.451,309.24,0.08271071392874475,51.26,11.85
5,603681.SH,20220429,19.99,5414.1068,3.37,16.9423,620.1600000000001,0.11454520993195039,51.26,11.85
6,603681.SH,20220428,18.17,3364.6036,3.4,19.7881,46.30999999999999,0.013763879941161565,52.57,40.24
7,603681.SH,20220425,18.79,5065.9250999999995,3.17,20.4633,-234.77999999999997,-0.04634494102567762,52.57,40.24
8,603681.SH,20220419,22.29,3849.3550000000005,3.42,24.275,-103.74000000000001,-0.026949969540351563,52.57,40.24
9,603681.SH,20220414,22.6,2365.0773,3.33,24.6126,-261.53,-0.110579895211036,52.57,40.24
10,603681.SH,20220406,25.49,2665.6529,2.78,27.7599,46.22999999999999,0.017342843098589463,52.57,40.24
11,603681.SH,20220401,25.88,1821.5531999999998,2.7,28.1847,-67.53999999999999,-0.03707824728918156,52.57,40.24
12,603681.SH,20220329,25.51,3655.8535,2.68,27.7817,-179.76999999999998,-0.04917319580776417,52.57,40.24
13,603681.SH,20220328,26.03,4885.729600000001,5.96,28.348,-200.98000000000008,-0.04113612836862688,52.57,40.24
14,603681.SH,20220325,26.34,6467.8911,6.13,28.6856,144.40000000000003,0.02232566964524187,52.57,40.24
15,603681.SH,20220323,26.2,3780.4001,6.07,28.5332,-732.1899999999999,-0.19368055778011434,52.57,40.24
16,603681.SH,20220321,26.2,3657.8658000000005,5.92,28.5332,-237.39000000000001,-0.06489849900999647,52.57,40.24
17,603681.SH,20220318,26.09,4517.1282,5.83,28.4134,179.65000000000003,0.03977084378521735,52.57,40.24
18,603681.SH,20220308,27.44,3018.1175,3.29,29.8836,-637.33,-0.21116805425898763,52.57,40.24
19,603681.SH,20220307,28.69,4040.0141000000003,3.11,31.2449,-602.8,-0.14920740004348002,52.57,40.24
