,Code,Date,Close,Amount,North,PE,MainForce,MainForceRatio,rev_yoy,profit_yoy
0,688289.SH,20220607,32.53,14398.344699999998,0.9,8.5355,-996.6600000000001,-0.06922045698767028,23.81,4.78
1,688289.SH,20220602,32.65,16584.4081,1.33,8.567,-1259.97,-0.07597316662751442,23.81,4.78
2,688289.SH,20220601,32.85,9634.203599999999,1.38,8.6195,-325.80999999999995,-0.03381805217402713,23.81,4.78
3,688289.SH,20220531,48.36,21094.1288,0.8,8.6253,-1778.7299999999998,-0.08432346350326636,23.81,4.78
4,688289.SH,20220530,47.41,16263.3337,0.66,8.4559,-948.84,-0.05834228193940336,23.81,4.78
5,688289.SH,20220523,51.2,77580.2751,0.57,9.1319,-3894.6900000000014,-0.05020206482871832,23.81,4.78
6,688289.SH,20220512,44.71,11112.1489,0.5,7.9743,-425.29999999999984,-0.03827342522381066,23.81,4.78
7,688289.SH,20220510,44.690000000000005,12901.9571,0.42,7.9708,-1068.7000000000003,-0.08283239447447863,23.81,4.78
8,688289.SH,20220505,44.3,22148.6167,0.46,7.9012,161.49,0.007291200267148062,23.81,4.78
9,688289.SH,20220428,39.02,21602.667999999998,0.29,6.9595,-2745.51,-0.1270912463219821,23.81,4.78
10,688289.SH,20220419,42.8,16960.974,0.26,7.6337,-1111.15,-0.06551215749755882,23.81,4.78
11,688289.SH,20220413,41.84,7331.7339999999995,0.3,6.3961,217.17999999999984,0.029621914815785712,-9.38,-12.7
12,688289.SH,20220411,41.6,12118.2994,0.32,6.3594,-199.68000000000006,-0.01647755954932093,-9.38,-12.7
13,688289.SH,20220406,45.53,19045.6391,0.42,6.9602,211.1400000000002,0.011086002359458771,-9.38,-12.7
14,688289.SH,20220328,43.36,12317.3521,0.5,6.6285,3.1900000000001114,0.00025898423411961337,-9.38,-12.7
15,688289.SH,20220317,44.95,25006.8701,0.61,6.8715,-2594.0300000000007,-0.1037326938408018,-9.38,-12.7
16,688289.SH,20220316,44.32,26286.503000000004,0.54,6.7752,-1048.0799999999997,-0.0398714123365896,-9.38,-12.7
17,688289.SH,20220309,42.9,15584.5779,0.28,6.5581,-1068.9199999999996,-0.06858831896884417,-9.38,-12.7
18,688289.SH,20220228,49.98,22236.445499999998,0.41,7.6405,-2096.21,-0.09426911328971171,-9.38,-12.7
19,688289.SH,20220225,49.57,21663.542999999998,0.43,7.5778,-2354.98,-0.10870705682814673,-9.38,-12.7
20,688289.SH,20220221,50.99,13040.8141,0.18,7.7949,-343.12999999999977,-0.026312007622284854,-9.38,-12.7
21,688289.SH,20220217,49.23,11606.1147,0.14,7.5258,67.63000000000017,0.005827100778178607,-9.38,-12.7
22,688289.SH,20220209,52.09,13872.2299,0.19,7.963,-137.0100000000003,-0.00987656641993803,-9.38,-12.7
23,688289.SH,20220208,51.31,18498.2563,0.21,7.8438,1085.4600000000005,0.05867904425132224,-9.38,-12.7
24,688289.SH,20220125,52.31,25281.9354,0.44,7.9966,-2568.7299999999996,-0.10160337645669325,-9.38,-12.7
25,688289.SH,20220124,55.580000000000005,19626.603,0.43,8.4965,-606.5300000000004,-0.030903463019046163,-9.38,-12.7
26,688289.SH,20220121,55.4,45852.1575,0.43,8.469,-7340.22,-0.1600845063833692,-9.38,-12.7
27,688289.SH,20220120,59.28,42763.138900000005,0.35,9.0622,-4348.61,-0.1016906174771001,-9.38,-12.7
28,688289.SH,20220117,70.55,105635.1949,0.35,10.785,-8711.650000000003,-0.08246919985566291,-9.38,-12.7
29,688289.SH,20220110,62.38,88989.0886,0.32,9.536,-7979.740000000001,-0.0896709936638232,-9.38,-12.7
30,688289.SH,20220105,60.25,48467.1935,0.24,9.2104,-2616.3599999999988,-0.05398208171471696,-9.38,-12.7
31,688289.SH,20211229,58.22,16226.007399999999,0.18,8.9001,-1489.4800000000002,-0.09179584128625508,-9.38,-12.7
32,688289.SH,20211222,57.42,13175.0155,0.19,8.7778,-234.85000000000014,-0.017825405973905695,-9.38,-12.7
33,688289.SH,20211221,57.45,23499.4013,0.17,8.7824,-1678.1699999999998,-0.0714133087296994,-9.38,-12.7
34,688289.SH,20211220,58.53,37131.4272,0.13,8.9475,-3823.3000000000006,-0.10296668585903428,-9.38,-12.7
