,Code,Date,Amount,North,PE,MainForce,MainForceRatio,rev_yoy,profit_yoy,Close
0,300666.SZ,20220608,21885.9145,1.0,127.1191,-2003.43,-0.0915396978271115,54.29,90.15,58.5
1,300666.SZ,20220607,33651.9227,0.93,129.2486,-4021.93,-0.119515607944743,54.29,90.15,59.48
2,300666.SZ,20220606,34112.4509,0.7,129.4442,-1152.4799999999998,-0.0337847316623033,54.29,90.15,59.57
3,300666.SZ,20220602,37856.339,0.66,124.4463,-250.2400000000007,-0.006610253569422,54.29,90.15,57.27
4,300666.SZ,20220601,20834.2166,0.57,119.7961,2752.95,0.132135997856526,54.29,90.15,55.13
5,300666.SZ,20220531,17090.8413,0.74,120.4915,7.930000000000064,0.0004639912021182,54.29,90.15,55.45
6,300666.SZ,20220530,13895.3784,0.8,118.6445,833.5700000000003,0.0599890104468116,54.29,90.15,54.6
7,300666.SZ,20220527,14662.4334,0.84,116.0586,-79.19000000000028,-0.0054008770467799,54.29,90.15,53.41
8,300666.SZ,20220525,16436.8886,0.79,118.7097,-668.7100000000003,-0.0406834904265275,54.29,90.15,54.63
9,300666.SZ,20220524,21236.0842,0.72,119.0791,-1987.23,-0.0935779864726661,54.29,90.15,54.8
10,300666.SZ,20220523,13073.7452,0.79,123.4033,-1945.83,-0.1488349336959695,54.29,90.15,56.79
11,300666.SZ,20220520,22631.3223,0.8,123.7292,-1380.0699999999997,-0.0609805287426797,54.29,90.15,56.94
12,300666.SZ,20220519,23675.5773,0.8,124.1421,-552.5800000000004,-0.0233396631895434,54.29,90.15,57.13
13,300666.SZ,20220518,17866.4654,0.79,121.252,-1756.65,-0.0983210702660863,54.29,90.15,55.8
14,300666.SZ,20220517,20349.3499,0.78,121.7084,708.4300000000003,0.0348133971591888,54.29,90.15,56.01
15,300666.SZ,20220516,13699.228,0.85,117.3407,-904.04,-0.065992039843413,54.29,90.15,54.0
16,300666.SZ,20220513,15667.8918,0.85,118.3185,-2644.19,-0.1687648876921654,54.29,90.15,54.45
17,300666.SZ,20220512,16353.1113,0.75,120.2742,-1367.19,-0.0836042741297798,54.29,90.15,55.35
