,Code,Date,Close,Amount,North,PE,MainForce,MainForceRatio,rev_yoy,profit_yoy
0,600828.SH,20220602,3.7,1681.054,0.08,15.6545,-73.75999999999999,-0.04387723416380437,-28.67,-80.61
1,600828.SH,20220524,3.48,3143.0083999999997,0.08,14.7237,-375.17,-0.11936652794182798,-28.67,-80.61
2,600828.SH,20220520,3.62,2299.6457,0.08,15.3161,-74.34999999999997,-0.03233106734659168,-28.67,-80.61
3,600828.SH,20220519,3.62,2483.3707999999997,0.08,15.3161,34.26000000000002,0.013795765014229862,-28.67,-80.61
4,600828.SH,20220513,3.63,4347.6512999999995,0.08,15.3584,135.25000000000003,0.031108750602882998,-28.67,-80.61
5,600828.SH,20220426,3.6,9454.177599999999,0.08,15.2314,-92.26999999999998,-0.009759706650740302,12.67,92.18
6,600828.SH,20220413,4.24,7804.2035000000005,0.09,17.9393,-407.78999999999985,-0.05225260976344349,12.67,92.18
7,600828.SH,20220412,4.43,10210.1679,0.09,18.7431,457.2600000000001,0.04478476793706792,12.67,92.18
8,600828.SH,20220411,4.14,7454.7018,0.09,17.5162,627.54,0.08418042959142913,12.67,92.18
9,600828.SH,20220406,4.14,4111.7133,0.09,17.5162,83.44,0.020293243694787765,12.67,92.18
10,600828.SH,20220329,3.95,2248.9235,0.09,16.7123,-46.0,-0.020454230657467896,12.67,92.18
11,600828.SH,20220328,4.0,3988.9485,0.09,16.9238,-170.12,-0.04264783062503815,12.67,92.18
12,600828.SH,20220325,4.02,5435.7315,0.09,32.6861,-97.42000000000002,-0.017922150864147727,23.97,10.89
13,600828.SH,20220324,3.96,3502.6546000000003,0.09,32.1982,-267.85,-0.07647057177718865,23.97,10.89
14,600828.SH,20220317,3.63,2503.4221000000002,0.09,29.5151,-81.60000000000002,-0.032595382137115436,23.97,10.89
15,600828.SH,20220316,3.56,1966.2602,0.09,28.9459,68.25,0.03471056373922434,23.97,10.89
16,600828.SH,20220315,3.49,2636.1997,0.09,28.3767,7.869999999999976,0.0029853580515922127,23.97,10.89
17,600828.SH,20220310,3.6,1784.1207,0.09,29.2711,-147.64000000000001,-0.0827522487688193,23.97,10.89
18,600828.SH,20220309,3.63,3087.2745999999997,0.09,29.5151,-391.87,-0.12693072394661623,23.97,10.89
19,600828.SH,20220308,3.7,3459.5072999999998,0.09,30.0842,-242.49,-0.0700937963044622,23.97,10.89
20,600828.SH,20220302,3.69,634.0226,0.09,30.0029,33.76,0.053247313266120165,23.97,10.89
21,600828.SH,20220214,3.76,2441.4502,0.09,30.5721,145.25,0.0594933290058507,23.97,10.89
22,600828.SH,20220126,3.42,636.5029999999999,0.09,27.8076,27.669999999999998,0.043471908223527624,23.97,10.89
